Course Name,University Name,Domain,Credential Level,Fees,Minimum Requirements,Intakes Duration,Link
Social Service Worker - Gerontology,Seneca College,Humanities and Social Science,Diploma & Associate Degree,16675.00CAD,"Grade 12 C or U, or equivalent course English - GPA 55+","January, September",
Social Service Worker - Immigrants and Refugees,Seneca College,Humanities and Social Science,Diploma & Associate Degree,16675.00CAD,"Grade 12 C or U, or equivalent course English - GPA 55+",September,
"Sports, Entertainment & Event Marketing",Seneca College,Sports/Events Management,Graduate Certificate & Diploma,15895.00CAD,English Proficiency - GPA 2.0/4.0 -CV/PS - Related work experience,"January, September",
Supply Chain Management - Global Logistics,Seneca College,Supply Chain Management,Graduate Certificate & Diploma,16495.00CAD,English Proficiency - GPA 2.0/4.0 -CV/PS - Related work experience,"January, May, September",
Sustainable Business Management,Seneca College,Business / Sustainability,Graduate Certificate & Diploma,17176.00CAD,English Proficiency - GPA 2.0/4.0 -CV/PS - Related work experience,September,
Sustainable Urban & Transportation Planning,Seneca College,Construction/Civil/Urban Development,Graduate Certificate & Diploma,15428.00CAD,English Proficiency - GPA 2.0/4.0 -CV/PS - Related work experience,"January, September",
Technical Communication,Seneca College,"Cyber Security, Networks, Communication and Telecom",Graduate Certificate & Diploma,16522.00CAD,"English Proficiency - GPA 2.0/4.0 -CV/PS - Related work experience, statement of interest",May,
Tourism - Services Management - Global Business Specialization,Seneca College,Tourism & Hospitality,Diploma & Associate Degree,16674.00CAD,"Grade 12 C or U, or equivalent course English - GPA 55+","January, May, September",
Tourism - Services Management - Travel Services Specialization,Seneca College,Tourism & Hospitality,Diploma & Associate Degree,16674.00CAD,"Grade 12 C or U, or equivalent course English - GPA 55+","January, May, September",
Tourism - Travel Operations,Seneca College,Tourism & Hospitality,Graduate Certificate & Diploma,16747.00CAD,"Grade 12 C or U, or equivalent course English","January, May, September",
Visual Effects for Film and Television,Seneca College,"Film, Media and Television",Graduate Certificate & Diploma,25329.00CAD,"English Proficiency - GPA 2.0/4.0 -CV/PS - Related work experience, statement of interest, art portfolio","January, September",
Visual Merchandising Arts,Seneca College,"Animation, 2D/3D, Multimedia Design",Diploma & Associate Degree,16819.00CAD,"Grade 12 C or U, or equivalent course English - GPA 55+",September,
Workplace Safety and Prevention,Seneca College,Health Sciences and Management,Diploma & Associate Degree,16675.00CAD,"Grade 12 C or U, or equivalent course English - GPA 55+ Chemistry, Biology 55+",September,
Advertising and Marketing Communications,Georgian College,"Media, Communication and Advertising",Diploma & Associate Degree,18072.00CAD,"Grade 12 C or U, or equivalent course English - GPA 55+","January, September",
"Artificial Intelligence - Architecture, Design, and Implementation",Georgian College,Artificial Intelligence,Graduate Certificate & Diploma,19412.00CAD,"Grade 12 C or U, or equivalent course English - GPA 55+ from a related field Maths 55+ , interview","January, May, September",
Automotive Business,Georgian College,Interdisciplinary Business,Diploma & Associate Degree,18502.00CAD,"Grade 12 C or U, or equivalent course English - GPA 55+ Maths 60+","January, May, September",
Aviation Management,Georgian College,"Automotive, Vehicles, Aviation",Diploma & Associate Degree,19722.00CAD,"Grade 12 C or U, or equivalent course English - GPA 55+ Maths 60+ , ability to obtain a valid Transport Canada security clearance","January, May, September",
Business Administration - Accounting,Georgian College,"Accounting & Actuarial Science, Statistics",Diploma & Associate Degree,18502.00CAD,"Grade 12 C or U, or equivalent course English - GPA 55+ Maths 60+","January, May, September",
Business - Accounting,Georgian College,"Accounting & Actuarial Science, Statistics",Diploma & Associate Degree,18502.00CAD,"Grade 12 C or U, or equivalent course English - GPA 55+ Maths 60+","January, May, September",
Business Administration,Georgian College,Business Administration and Management,Diploma & Associate Degree,18502.00CAD,"Grade 12 C or U, or equivalent course English - GPA 55+ Maths 60+","January, May, September",
Business Administration - Human Resources,Georgian College,Human Resources / Management,Diploma & Associate Degree,18502.00CAD,"Grade 12 C or U, or equivalent course English - GPA 55+ Maths 60+","January, May, September",
Honours Bachelor of Interior Design,Georgian College,"Interior, Furniture, Events and Set&Stage Design",Bachelor's Degree,21534.00CAD,"GPA min %65, Grade 12 U English with a minimum grade of 65 percent, Grade 11 or Grade 12 U or M level Mathematics with a minimum grade of 60 percent, portfolio, motivation letter","January, September",
Honours Bachelor of Police Studies,Georgian College,Health Sciences and Management,Bachelor's Degree,21100.00CAD,"GPA min %65, Grade 12 U English , interview, no criminal record","January, September",
Honours Bachelor of Business Administration (Automotive Management),Georgian College,Business Administration and Management,Bachelor's Degree,21442.00CAD,"GPA min %65, Grade 12 U English with a minimum grade of 65 percent, Grade 11 or Grade 12 U or M level Mathematics with a minimum grade of 60 percent, interview, motivation letter","January, May, September",
Honours Bachelor of Business Administration (Management and Leadership),Georgian College,Business Administration and Management,Bachelor's Degree,21442.00CAD,"GPA min %65, Grade 12 U English with a minimum grade of 65 percent, Grade 11 or Grade 12 U or M level Mathematics with a minimum grade of 60 percent, interview, motivation letter","January, May, September",
Biotechnology - Health,Georgian College,Medical Technologies,Diploma & Associate Degree,18072.00CAD,"Grade 12 C or U, or equivalent course English ,Maths, Biology, Chemistry","January, May, September",
Cryptocurrency and Blockchain Technology,Georgian College,"Finance, Banking and FinTech",Graduate Certificate & Diploma,19412.00CAD,"Ontario college diploma, Ontario college advanced diploma, degree, or equivalent; education or experience in a business setting is desirable.","January, September",
Business Management,Georgian College,Business Administration and Management,Graduate Certificate & Diploma,19312.00CAD,"Post-secondary diploma or degree, or equivalent","January, May, September",
Business - Marketing,Georgian College,"Marketing & Digital, Content Marketing",Diploma & Associate Degree,18502.00CAD,"Grade 12 C or U, or equivalent course English - GPA 55+ Maths 60+","January, September",
Business,Georgian College,Business Administration and Management,Diploma & Associate Degree,18502.00CAD,"Grade 12 C or U, or equivalent course English - GPA 55+ Maths 60+","January, May, September",
Computer Programming and Analysis,Georgian College,Computer/IT/Data/Information Systems,Diploma & Associate Degree,18602.00CAD,"Grade 12 C or U, or equivalent course English - GPA 55+ Maths 60+","January, May, September",
Computer Programming,Georgian College,Computer/IT/Data/Information Systems,Diploma & Associate Degree,18602.00CAD,"Grade 12 C or U, or equivalent course English - GPA 55+ Maths 60+","January, May, September",
Computer Programmer Analyst,Georgian College,Computer/IT/Data/Information Systems,Diploma & Associate Degree,18370.00CAD,"Grade 12 C or U, or equivalent course English - GPA 55+ Maths 60+","January, September",
Computer Systems Technician - Networking,Georgian College,"Cyber Security, Networks, Communication and Telecom",Diploma & Associate Degree,18562.00CAD,"Grade 12 C or U, or equivalent course English - GPA 55+ Maths 60+","January, May, September",
Culinary Management,Georgian College,Tourism & Hospitality,Diploma & Associate Degree,19302.00CAD,"Grade 12 C or U, or equivalent course English , related job or degree experience","January, September",
Civil Engineering Technician,Georgian College,Construction/Civil/Urban Development,Diploma & Associate Degree,18502.00CAD,"Grade 12 C or U, or equivalent course English , Maths","January, September",
Civil Engineering Technology,Georgian College,Construction/Civil/Urban Development,Diploma & Associate Degree,18502.00CAD,"Grade 12 C or U, or equivalent course English , Maths","January, September",
Early Childhood Education,Georgian College,Education,Diploma & Associate Degree,17900.00CAD,"Grade 12 C or U, or equivalent course English , completion of Standard First Aid and CPR Level C certification, Crisis Intervention certification, as well as an up-to-date immunization record with a two-step TB test, Criminal Reference/Vulnerable Sector Check","January, May, September",
Electrical Engineering Technician,Georgian College,Electrical and Electronics,Diploma & Associate Degree,18552.00CAD,"Grade 12 C or U, or equivalent course English , Maths","January, May, September",
Electrical Engineering Technology,Georgian College,Electrical and Electronics,Diploma & Associate Degree,18552.00CAD,"Grade 12 C or U, or equivalent course English , Maths","January, May, September",
Business - Entrepreneurship,Georgian College,Innovation and Creative Industries,Diploma & Associate Degree,18072.00CAD,"Grade 12 C or U, or equivalent course English - GPA 55+ Maths 60+","January, September",
Esthetician,Georgian College,Medical Technologies,Diploma & Associate Degree,18552.00CAD,"Grade 12 C or U, or equivalent course English , Criminal Check, Applicants must have an up-to-date immunization record in compliance with the Health Canada Guideline Routine Practices and Additional Precautions for Preventing the Transmission of Infection in Health Care and the Ontario Hospital Association/Ontario Medical Association Communicable Disease Surveillance Protocols for Ontario Hospitals.","January, September",
Game - Design and Simulation,Georgian College,"UI/UX, Game Design and Technologies",Diploma & Associate Degree,18552.00CAD,Applicants who have taken courses from a recognized and accredited post-secondary institution and/or have relevant life/learning experience may also be considered for admission,"January, September",
Global Business Management,Georgian College,Business Administration and Management,Graduate Certificate & Diploma,22212.00CAD,"Post-secondary diploma or degree, or equivalent; education or experience in a business setting is desirable.","January, May, September",
Graphic Design,Georgian College,"Graphics, Digital and Visual Design",Diploma & Associate Degree,18252.00CAD,"Grade 12 English (C or U), 3 to 5 samples of creative work that represents their interest in the field of Graphic Design, portfolio, cv","January, September",
Supply Chain Management - Global,Georgian College,Supply Chain Management,Graduate Certificate & Diploma,19312.00CAD,"Post-secondary diploma, degree, or equivalent; education or experience in a business setting is desirable.","January, May, September",
Honours Bachelor of Counselling Psychology,Georgian College,"Psychology (Neuro, Clinical, Developmental etc)",Bachelor's Degree,20840.00CAD,"GPA min %65, Grade 12 U English with a minimum grade of 65 percent, Grade 11 or Grade 12 U or M level Mathematics with a minimum grade of 60 percent, interview, motivation letter, criminal check","January, September",
Honours Bachelor of Science - Nursing,Georgian College,Health Sciences and Management,Bachelor's Degree,21100.00CAD,"Grade 12 (U) English, Biology, Chemistry, Physics, Mathematics min %70 GPA, selection process, criminal record check, complete the clinical placement component(s) of this program","January, September",
Hospitality - Hotel and Resort Operations Management,Georgian College,Tourism & Hospitality,Diploma & Associate Degree,18800.00CAD,Grade 12 English (C or U),"January, May, September",
Human Resources Management,Georgian College,Human Resources / Management,Graduate Certificate & Diploma,19742.00CAD,Post-secondary diploma or degree; three years of post-secondary education is recommended. Completion of 3 years of a 4-year degree will also be considered.,"January, May, September",
Interactive Media Design - Web,Georgian College,"Media, Communication and Advertising",Diploma & Associate Degree,19600.00CAD,"Grade 12 English (C or U), or have relevant life/learning experience","January, September",
Interior Decorating,Georgian College,"Interior, Furniture, Events and Set&Stage Design",Diploma & Associate Degree,18122.00CAD,"Grade 12 English (C or U), or have relevant life/learning experience","January, September",
Information Systems Security,Georgian College,Computer/IT/Data/Information Systems,Graduate Certificate & Diploma,19942.00CAD,"Post-secondary diploma or degree with a focus in computer science, computer engineering or computer networking, or equivalent work experience in computer networks, operating systems and programming, selection process, criminal record check","January, May, September",
Mobile Application Development,Georgian College,"Software, Programing, Develoment",Graduate Certificate & Diploma,19312.00CAD,"Post-secondary diploma or degree with a focus in computer studies, or equivalent work experience in software development, selection process","January, May, September",
Electromechanical Engineering Technology - Mechatronics,Georgian College,Mechatronics,Diploma & Associate Degree,18702.00CAD,"Grade 12 English (C or U), Maths","January, May, September",
Mechanical Engineering Technology,Georgian College,Mechanical,Diploma & Associate Degree,18666.00CAD,"Grade 12 English (C or U), Maths, drivers licence","January, May, September",
Marketing Management,Georgian College,"Marketing & Digital, Content Marketing",Graduate Certificate & Diploma,19312.00CAD,"Ontario College Diploma, Ontario College Advanced Diploma, Degree, or equivalent; education or experience in a business setting is desirable","January, May, September",
Marine Engineering Technology,Georgian College,Other,Diploma & Associate Degree,18224.00CAD,"Grade 12 English (C or U), minimum grade of 70% in Grade 12 MAP4C, Foundations for College Mathematics, is required., valid Transport Canada Marine Medical stating ""fit for sea service"" or ""fit for sea service with limitations""","January, September",
Office Administration - Executive,Georgian College,Business Administration and Management,Diploma & Associate Degree,18702.00CAD,Grade 12 English (C or U),"January, May, September",
Office Administration - General,Georgian College,Business Administration and Management,Diploma & Associate Degree,18702.00CAD,Grade 12 English (C or U),"January, September",
Office Administration - Health Services,Georgian College,Health Sciences and Management,Diploma & Associate Degree,18702.00CAD,Grade 12 English (C or U),"January, May, September",
Office Administration - Executive,Georgian College,Business Administration and Management,Diploma & Associate Degree,18702.00CAD,Grade 12 English (C or U),"January, September",
Paramedic,Georgian College,Healthcare,Diploma & Associate Degree,19172.00CAD,"Grade 12 English (C or U), Mathematics, Biology, Chemistry or Physics , minimum G2 driver's licence, minimum grade of 80% in each pre-requisite subject is recommended, up-to-date immunization records","January, September",
Power Engineering Technology,Georgian College,"Environmental, Energy / Sustainability",Diploma & Associate Degree,18224.00CAD,"Grade 12 English (C or U), Mathematics, Physics, Chemistry","January, May, September",
Pharmacy Technician,Georgian College,Pharmacy,Diploma & Associate Degree,18072.00CAD,"Grade 12 Mathematics, Physics, Chemistry, Language proficiency test results that meet the National Association of Pharmacy Regulatory Authorities (NAPRA) Language Proficiency Requirements for Licensure as a Pharmacy Technician in Canada, Selection Process, Criminal Reference/Vulnerable Sector Check","January, May, September",
Project Management,Georgian College,Business Administration and Management,Graduate Certificate & Diploma,19312.00CAD,"Post-secondary diploma, degree or equivalent. Applicants who do not possess the above academic requirement may be considered upon submission of a resume and reference letters which demonstrate relevant work experience.","January, May, September",
Research Analyst,Georgian College,General Science & Others,Graduate Certificate & Diploma,19842.00CAD,"Ontario College Diploma, Ontario College Advanced Diploma, degree or equivalent, Typical specialties include psychology, sociology, business, marketing, political science, anthropology, history, tourism, communications, education, health, or philosophy.","January, September",
Sport Administration,Georgian College,Business Administration and Management,Diploma & Associate Degree,18706.00CAD,"Grade 12 English (C or U), Minimum of 60% in Grade 11 College or University level Mathematics (MBF3C or MCF3M) , Criminal Reference/Vulnerable Sector Check","January, September",
Tourism,Georgian College,Tourism & Hospitality,Diploma & Associate Degree,18802.00CAD,Grade 12 English (C or U),"January, September",
Visual and Digital Media Arts,Georgian College,"Media, Communication and Advertising",Diploma & Associate Degree,18802.00CAD,Grade 12 English (C or U),"January, September",
Veterinary Technician,Georgian College,Veterinary,Diploma & Associate Degree,18600.00CAD,"Grade 12 English (C or U), Grade 12 Mathematics (C, M or U), Grade 11 or 12 Biology (C or U), Grade 11 or 12 Chemistry (C or U). minimum grade of 75% in each prerequisite subject is recommended.proof of current rabies vaccinations OR provide results of an adequate titre* taken within 30 days prior to the program start.","January, September",
"3D Animation, Art and Design",Humber College,"Animation, 2D/3D, Multimedia Design",Graduate Certificate & Diploma,21501.00CAD,"Bachelor's degree or advanced diploma, Degree or college diploma and transcripts (depending on program of interest), Overall 6.0, no band below 5.5 IELTS, ICAS or WES evaluation",September,
Advertising - Account Management,Humber College,"Media, Communication and Advertising",Graduate Certificate & Diploma,18918.00CAD,"Degree or college diploma and transcripts (depending on program of interest), Overall 6.0, no band below 5.5 IELTS, ICAS or WES evaluation","January, September",
Advertising - Art Direction,Humber College,"Media, Communication and Advertising",Graduate Certificate & Diploma,18918.00CAD,"Degree or college diploma and transcripts (depending on program of interest), Overall 6.0, no band below 5.5 IELTS, ICAS or WES evaluation","January, September",
Advertising - Media Management,Humber College,"Media, Communication and Advertising",Graduate Certificate & Diploma,18918.00CAD,"Degree or college diploma and transcripts (depending on program of interest), Overall 6.0, no band below 5.5 IELTS, ICAS or WES evaluation","January, September",
Advertising and Graphic Design,Humber College,"Graphics, Digital and Visual Design",Diploma & Associate Degree,17223.00CAD,"Highschool diploma with %60+ , Overall 6.0, no band below 5.5 IELTS, ICAS or WES evaluation","January, September",
Advertising and Marketing; Communications,Humber College,"Media, Communication and Advertising",Diploma & Associate Degree,17223.00CAD,"Highschool diploma with %60+ , Overall 6.0, no band below 5.5 IELTS, ICAS or WES evaluation","January, September",
Alternative Dispute Resolution,Humber College,Health Sciences and Management,Graduate Certificate & Diploma,20965.00CAD,"Degree or college diploma and transcripts (depending on program of interest), Overall 6.0, no band below 5.5 IELTS, ICAS or WES evaluation","January, May, September",
Architectural Technology,Humber College,Architecture Technology,Diploma & Associate Degree,20525.00CAD,"Highschool diploma with %60+ , Overall 6.0, no band below 5.5 IELTS, ICAS or WES evaluation","January, September",
Artificial Intelligence with Machine Learning,Humber College,Artificial Intelligence,Graduate Certificate & Diploma,18478.00CAD,"Degree or college diploma and transcripts (depending on program of interest), Overall 6.0, no band below 5.5 IELTS, ICAS or WES evaluation",September,
Bachelor of Behavioural Science,Humber College,Health Sciences and Management,Bachelor's Degree,20525.00CAD,"Highschool diploma with %70+ , Overall 6.0, no band below 5.5 IELTS, ICAS or WES evaluation, transcripts for any post-secondary courses or programs completed","January, September",
Bachelor of Child and Youth Care,Humber College,Healthcare,Bachelor's Degree,20525.00CAD,"Highschool diploma with %70+ , Overall 6.0, no band below 5.5 IELTS, ICAS or WES evaluation, transcripts for any post-secondary courses or programs completed","January, September",
Bachelor of Commerce; Accounting,Humber College,"Accounting & Actuarial Science, Statistics",Bachelor's Degree,20525.00CAD,"Highschool diploma with %70+ , Overall 6.0, no band below 5.5 IELTS, ICAS or WES evaluation, transcripts for any post-secondary courses or programs completed","January, September",
Bachelor of Commerce; Digital Business Management,Humber College,Business Administration and Management,Bachelor's Degree,20525.00CAD,"Highschool diploma with %70+ , Overall 6.0, no band below 5.5 IELTS, ICAS or WES evaluation, transcripts for any post-secondary courses or programs completed","January, September",
Bachelor of Commerce; Fashion Management,Humber College,"Luxury, Brand or Fashion Management",Bachelor's Degree,20525.00CAD,"Highschool diploma with %70+ , Overall 6.0, no band below 5.5 IELTS, ICAS or WES evaluation, transcripts for any post-secondary courses or programs completed","January, September",
Bachelor of Commerce; Finance,Humber College,"Finance, Banking and FinTech",Bachelor's Degree,20525.00CAD,"Highschool diploma with %70+ , Overall 6.0, no band below 5.5 IELTS, ICAS or WES evaluation, transcripts for any post-secondary courses or programs completed","January, September",
Bachelor of Commerce; Healthcare Management,Humber College,Health Sciences and Management,Bachelor's Degree,20525.00CAD,"Highschool diploma with %70+ , Overall 6.0, no band below 5.5 IELTS, ICAS or WES evaluation, transcripts for any post-secondary courses or programs completed","January, September",
Bachelor of Commerce; Hospitality and Tourism Management,Humber College,Tourism & Hospitality,Bachelor's Degree,20525.00CAD,"Highschool diploma with %70+ , Overall 6.0, no band below 5.5 IELTS, ICAS or WES evaluation, transcripts for any post-secondary courses or programs completed","January, September",
Bachelor of Commerce; Human Resources Management,Humber College,Human Resources / Management,Bachelor's Degree,20525.00CAD,"Highschool diploma with %70+ , Overall 6.0, no band below 5.5 IELTS, ICAS or WES evaluation, transcripts for any post-secondary courses or programs completed","January, September",
Bachelor of Commerce; International Business,Humber College,Business / Sustainability,Bachelor's Degree,20525.00CAD,"Highschool diploma with %70+ , Overall 6.0, no band below 5.5 IELTS, ICAS or WES evaluation, transcripts for any post-secondary courses or programs completed","January, September",
Bachelor of Commerce; Management Studies,Humber College,Business Administration and Management,Bachelor's Degree,20525.00CAD,"Highschool diploma with %70+ , Overall 6.0, no band below 5.5 IELTS, ICAS or WES evaluation, transcripts for any post-secondary courses or programs completed","January, September",
Bachelor of Commerce; Marketing,Humber College,"Marketing & Digital, Content Marketing",Bachelor's Degree,20525.00CAD,"Highschool diploma with %70+ , Overall 6.0, no band below 5.5 IELTS, ICAS or WES evaluation, transcripts for any post-secondary courses or programs completed","January, September",
Bachelor of Commerce; Supply Chain Management,Humber College,Supply Chain Management,Bachelor's Degree,20525.00CAD,"Highschool diploma with %70+ , Overall 6.0, no band below 5.5 IELTS, ICAS or WES evaluation, transcripts for any post-secondary courses or programs completed","January, September",
Bachelor of Community Development,Humber College,Interdisciplinary Medicine,Bachelor's Degree,20525.00CAD,"Highschool diploma with %70+ , Overall 6.0, no band below 5.5 IELTS, ICAS or WES evaluation, transcripts for any post-secondary courses or programs completed",September,
Bachelor of Creative Advertising,Humber College,"Media, Communication and Advertising",Bachelor's Degree,21501.00CAD,"Highschool diploma with %70+ , Overall 6.0, no band below 5.5 IELTS, ICAS or WES evaluation, transcripts for any post-secondary courses or programs completed, portfolio x44, writing sample",September,
Bachelor of Design,Humber College,"Art History, Architecture and Creativity Design",Bachelor's Degree,20525.00CAD,"Highschool diploma with %70+ , Overall 6.0, no band below 5.5 IELTS, ICAS or WES evaluation, transcripts for any post-secondary courses or programs completed, portfolio x44, writing sample",September,
Bachelor of Digital Communications,Humber College,"Media, Communication and Advertising",Bachelor's Degree,21501.00CAD,"Highschool diploma with %70+ , Overall 6.0, no band below 5.5 IELTS, ICAS or WES evaluation, transcripts for any post-secondary courses or programs completed, portfolio x44, writing sample",September,
Bachelor of Engineering; Information Systems,Humber College,Computer/IT/Data/Information Systems,Bachelor's Degree,20525.00CAD,"Highschool diploma with %70+ , Overall 6.0, no band below 5.5 IELTS, ICAS or WES evaluation, transcripts for any post-secondary courses or programs completed",September,
Bachelor of Engineering; Mechatronics,Humber College,Mechatronics,Bachelor's Degree,20525.00CAD,"Highschool diploma with %70+ , Overall 6.0, no band below 5.5 IELTS, ICAS or WES evaluation, transcripts for any post-secondary courses or programs completed",September,
Bachelor of Film and Media Production,Humber College,"Film, Media and Television",Bachelor's Degree,21501.00CAD,"Highschool diploma with %70+ , Overall 6.0, no band below 5.5 IELTS, ICAS or WES evaluation, transcripts for any post-secondary courses or programs completed, portfolio x44, writing sample",September,
Bachelor of Health Science; (Workplace Health and Wellness),Humber College,Health Sciences and Management,Bachelor's Degree,20525.00CAD,"Highschool diploma with %70+ , Overall 6.0, no band below 5.5 IELTS, ICAS or WES evaluation, transcripts for any post-secondary courses or programs completed",September,
Bachelor of Industrial Design,Humber College,Industrial & Product Design,Bachelor's Degree,21501.00CAD,"Highschool diploma with %70+ , Overall 6.0, no band below 5.5 IELTS, ICAS or WES evaluation, transcripts for any post-secondary courses or programs completed",September,
Bachelor of Interior Design,Humber College,"Interior, Furniture, Events and Set&Stage Design",Bachelor's Degree,21501.00CAD,"Highschool diploma with %70+ , Overall 6.0, no band below 5.5 IELTS, ICAS or WES evaluation, transcripts for any post-secondary courses or programs completed, portfolio x44, writing sample",September,
Bachelor of International; Development,Humber College,International Relations and Political Sciences,Bachelor's Degree,20525.00CAD,"Highschool diploma with %70+ , Overall 6.0, no band below 5.5 IELTS, ICAS or WES evaluation, transcripts for any post-secondary courses or programs completed, portfolio x44, writing sample",September,
Bachelor of Journalism,Humber College,"Media, Communication and Advertising",Bachelor's Degree,21501.00CAD,"Highschool diploma with %70+ , Overall 6.0, no band below 5.5 IELTS, ICAS or WES evaluation, transcripts for any post-secondary courses or programs completed, portfolio x44, writing sample",September,
Bachelor of Music,Humber College,"Entertainment, Music/Dance/Performing Arts",Bachelor's Degree,21501.00CAD,"Highschool diploma with %70+ , Overall 6.0, no band below 5.5 IELTS, ICAS or WES evaluation, transcripts for any post-secondary courses or programs completed, portfolio x44, writing sample",September,
Bachelor of Nursing,Humber College,Healthcare,Bachelor's Degree,21501.00CAD,"Highschool diploma with %70+ , Overall 6.0, no band below 5.5 IELTS, ICAS or WES evaluation, transcripts for any post-secondary courses or programs completed, Applicants must disclose and provide academic transcripts for all course work completed at the postsecondary (college or university) level.",September,
Bachelor of Public Relations,Humber College,Humanities and Social Science,Bachelor's Degree,21501.00CAD,"Highschool diploma with %70+ , Overall 6.0, no band below 5.5 IELTS, ICAS or WES evaluation, transcripts for any post-secondary courses or programs completed",September,
Bachelor of Social Science; Criminal Justice,Humber College,Humanities and Social Science,Bachelor's Degree,20525.00CAD,"Highschool diploma with %70+ , Overall 6.0, no band below 5.5 IELTS, ICAS or WES evaluation, transcripts for any post-secondary courses or programs completed",September,
Baking and Pastry Arts Management,Humber College,Tourism & Hospitality,Diploma & Associate Degree,17223.00CAD,"Highschool diploma with %60+ , Overall 6.0, no band below 5.5 IELTS, ICAS or WES evaluation","January, September",
Biomedical Sciences,Humber College,"Biotechnology, Biomedicine, Biochemistry",Graduate Certificate & Diploma,21501.00CAD,"Bachelor's degree or advanced diploma, Degree or college diploma and transcripts (depending on program of interest), Overall 6.0, no band below 5.5 IELTS, ICAS or WES evaluation",September,
Biotechnology,Humber College,"Biotechnology, Biomedicine, Biochemistry",Diploma & Associate Degree,17223.00CAD,"Highschool diploma with %60+ , Overall 6.0, no band below 5.5 IELTS, ICAS or WES evaluation","January, September",
Building Construction Technician,Humber College,"Geography, Landscape and Construction",Diploma & Associate Degree,17223.00CAD,"Highschool diploma with %60+ , Overall 6.0, no band below 5.5 IELTS, ICAS or WES evaluation","January, September",
Business - Accounting,Humber College,"Accounting & Actuarial Science, Statistics",Diploma & Associate Degree,17223.00CAD,"Highschool diploma with %60+ , Overall 6.0, no band below 5.5 IELTS, ICAS or WES evaluation","January, May, September",
Business - Marketing,Humber College,"Marketing & Digital, Content Marketing",Diploma & Associate Degree,17223.00CAD,"Highschool diploma with %60+ , Overall 6.0, no band below 5.5 IELTS, ICAS or WES evaluation","January, May, September",
Business Administration,Humber College,Business Administration and Management,Diploma & Associate Degree,17223.00CAD,"Highschool diploma with %60+ , Overall 6.0, no band below 5.5 IELTS, ICAS or WES evaluation","January, May, September",
Business Administration - Accounting,Humber College,"Accounting & Actuarial Science, Statistics",Diploma & Associate Degree,17223.00CAD,"Highschool diploma with %60+ , Overall 6.0, no band below 5.5 IELTS, ICAS or WES evaluation","January, May, September",
Business Administration; - International,Humber College,Business Administration and Management,Diploma & Associate Degree,17223.00CAD,"Highschool diploma with %60+ , Overall 6.0, no band below 5.5 IELTS, ICAS or WES evaluation","January, May, September",
Business Insights and Analytics,Humber College,Business Analytics & Intelligence,Graduate Certificate & Diploma,21501.00CAD,"Degree or college diploma and transcripts (depending on program of interest), Overall 6.0, no band below 5.5 IELTS, ICAS or WES evaluation","January, May, September",
Business Management,Humber College,Business Administration and Management,Diploma & Associate Degree,17223.00CAD,"Highschool diploma with %60+ , Overall 6.0, no band below 5.5 IELTS, ICAS or WES evaluation","January, May, September",
Business Management - Entrepreneurial; Enterprise,Humber College,Business Administration and Management,Graduate Certificate & Diploma,18918.00CAD,"Degree or college diploma and transcripts (depending on program of interest), Overall 6.0, no band below 5.5 IELTS, ICAS or WES evaluation","January, September",
Business Management; Financial Services,Humber College,"Finance, Banking and FinTech",Diploma & Associate Degree,17223.00CAD,"Highschool diploma with %60+ , Overall 6.0, no band below 5.5 IELTS, ICAS or WES evaluation","January, September",
Child and Youth Care,Humber College,Healthcare,Diploma & Associate Degree,17223.00CAD,"Highschool diploma with %60+ , Overall 6.0, no band below 5.5 IELTS, ICAS or WES evaluation","January, September",
Civil Engineering Technology,Humber College,Construction/Civil/Urban Development,Diploma & Associate Degree,17223.00CAD,"Highschool diploma with %60+ , Overall 6.0, no band below 5.5 IELTS, ICAS or WES evaluation","January, September",
Cloud Computing,Humber College,Computer/IT/Data/Information Systems,Graduate Certificate & Diploma,21501.00CAD,"Degree or college diploma and transcripts (depending on program of interest), Overall 6.0, no band below 5.5 IELTS, ICAS or WES evaluation","January, September",
Computer and Network Support Technician,Humber College,"Cyber Security, Networks, Communication and Telecom",Diploma & Associate Degree,18478.00CAD,"Highschool diploma with %60+ , Overall 6.0, no band below 5.5 IELTS, ICAS or WES evaluation","January, September",
Computer Engineering Technology,Humber College,Computer/IT/Data/Information Systems,Diploma & Associate Degree,17223.00CAD,"Highschool diploma with %60+ , Overall 6.0, no band below 5.5 IELTS, ICAS or WES evaluation","January, September",
Computer Programming,Humber College,Computer/IT/Data/Information Systems,Diploma & Associate Degree,18478.00CAD,"Highschool diploma with %60+ , Overall 6.0, no band below 5.5 IELTS, ICAS or WES evaluation","January, September",
Computer Programming and Analysis,Humber College,Computer/IT/Data/Information Systems,Diploma & Associate Degree,17233.00CAD,"Highschool diploma with %60+ , Overall 6.0, no band below 5.5 IELTS, ICAS or WES evaluation","January, September",
Computer Systems Technician; Information Technology; Infrastructure and Services,Humber College,Computer/IT/Data/Information Systems,Diploma & Associate Degree,18478.00CAD,"Highschool diploma with %60+ , Overall 6.0, no band below 5.5 IELTS, ICAS or WES evaluation","January, September",
Construction Engineering Technology,Humber College,Construction/Civil/Urban Development,Diploma & Associate Degree,17233.00CAD,"Highschool diploma with %60+ , Overall 6.0, no band below 5.5 IELTS, ICAS or WES evaluation","January, September",
